ReferenceDesignator,ParameterID_R,GlobalRangeMin,GlobalRangeMax,_DataLevel,_Units,_Array ID,_Platform ID,_Instrument
CP01CNSM-MFD37-04-DOSTAD000,dosta_abcdjm_cspp_tc_oxygen,0,400,L1,umol L-1,CP01CNSM,MFD37,DOSTAD000
CP01CNSM-MFD37-04-DOSTAD000,estimated_oxygen_concentration,0,400,L1,umol L-1,CP01CNSM,MFD37,DOSTAD000
CP01CNSM-MFD37-04-DOSTAD000,estimated_oxygen_saturation,0,110,,percent,CP01CNSM,MFD37,DOSTAD000
CP01CNSM-MFD37-04-DOSTAD000,optode_temperature,-2,40,,ºC,CP01CNSM,MFD37,DOSTAD000
CP01CNSM-MFD37-07-ZPLSCC000,zplsc_c_tilt_x,,,,deg,CP01CNSM,MFD37,ZPLSCC000
CP01CNSM-MFD37-07-ZPLSCC000,zplsc_c_tilt_y,,,,deg,CP01CNSM,MFD37,ZPLSCC000
CP01CNSM-MFD37-07-ZPLSCC000,zplsc_c_temperature,-2,40,,ºC,CP01CNSM,MFD37,ZPLSCC000
CP01CNSM-MFD37-07-ZPLSCC000,zplsc_c_pressure,0,6000,,dBar,CP01CNSM,MFD37,ZPLSCC000
CP01CNSM-RID26-04-VELPTA000,eastward_velocity,-3,3,L1,m s-1,CP01CNSM,RID26,VELPTA000
CP01CNSM-RID26-04-VELPTA000,northward_velocity,-3,3,L1,m s-1,CP01CNSM,RID26,VELPTA000
CP01CNSM-RID26-04-VELPTA000,upward_velocity,-1,1,L1,m s-1,CP01CNSM,RID26,VELPTA000
CP01CNSM-RID26-04-VELPTA000,pressure_mbar,0,1100000,,0.001 dbar,CP01CNSM,RID26,VELPTA000
CP01CNSM-RID26-04-VELPTA000,velocity_beam1,-3000,3000,L0,mm s-1,CP01CNSM,RID26,VELPTA000
CP01CNSM-RID26-04-VELPTA000,velocity_beam2,-3000,3000,L0,mm s-1,CP01CNSM,RID26,VELPTA000
CP01CNSM-RID26-04-VELPTA000,velocity_beam3,-1000,1000,L0,mm s-1,CP01CNSM,RID26,VELPTA000
CP01CNSM-RID26-06-PHSEND000,phsen_abcdef_ph_seawater,7.3,8.5,L1,1,CP01CNSM,RID26,PHSEND000
CP01CNSM-RID26-07-NUTNRB000,salinity_corrected_nitrate,0,40,L2,µmol L-1,CP01CNSM,RID26,NUTNRB000
CP01CNSM-RID26-07-NUTNRB000,nitrate_concentration,0,40,L1,uMol L-1,CP01CNSM,RID26,NUTNRB000
CP01CNSM-RID26-07-NUTNRB000,rms_error,,,,uMol L-1,CP01CNSM,RID26,NUTNRB000
CP01CNSM-RID26-07-NUTNRB000,humidity,,,,%,CP01CNSM,RID26,NUTNRB000
CP01CNSM-RID26-08-SPKIRB000,spkir_abj_cspp_downwelling_vector,0,300,L1,uW cm-2 nm-1,CP01CNSM,RID26,SPKIRB000
CP01CNSM-RID27-01-OPTAAD000,beam_attenuation,0,100,L2,m-1,CP01CNSM,RID27,OPTAAD000
CP01CNSM-RID27-01-OPTAAD000,optical_absorption,0,100,L2,m-1,CP01CNSM,RID27,OPTAAD000
CP01CNSM-RID27-02-FLORTD000,seawater_scattering_coefficient,,,L2,m-1,CP01CNSM,RID27,FLORTD000
CP01CNSM-RID27-02-FLORTD000,fluorometric_chlorophyll_a,0,50,L1,µg L-1,CP01CNSM,RID27,FLORTD000
CP01CNSM-RID27-02-FLORTD000,fluorometric_cdom,0,375,L1,ppb,CP01CNSM,RID27,FLORTD000
CP01CNSM-RID27-02-FLORTD000,total_volume_scattering_coefficient,0,0.0079,L1,m-1 sr-1,CP01CNSM,RID27,FLORTD000
CP01CNSM-RID27-02-FLORTD000,optical_backscatter,0.0003,1,L2,m-1,CP01CNSM,RID27,FLORTD000
CP01CNSM-RID27-03-CTDBPC000,conductivity,0,6,L1,S m-1,CP01CNSM,RID27,CTDBPC000
CP01CNSM-RID27-03-CTDBPC000,practical_salinity,0,42,L2,1,CP01CNSM,RID27,CTDBPC000
CP01CNSM-RID27-03-CTDBPC000,pressure,0,6000,L1,dbar,CP01CNSM,RID27,CTDBPC000
CP01CNSM-RID27-03-CTDBPC000,ctdbp_seawater_temperature,-2,40,L1,ºC,CP01CNSM,RID27,CTDBPC000
CP01CNSM-RID27-03-CTDBPC000,ctdbp_seawater_pressure,0,6000,L1,dbar,CP01CNSM,RID27,CTDBPC000
CP01CNSM-RID27-03-CTDBPC000,ctdbp_seawater_conductivity,0,6,L1,S m-1,CP01CNSM,RID27,CTDBPC000
CP01CNSM-RID27-03-CTDBPC000,density,1000,1100,L2,kg m-3,CP01CNSM,RID27,CTDBPC000
CP01CNSM-RID27-03-CTDBPC000,temp,-2,40,L1,ºC,CP01CNSM,RID27,CTDBPC000
CP01CNSM-RID27-04-DOSTAD000,dissolved_oxygen,0,400,L2,µmol kg-1,CP01CNSM,RID27,DOSTAD000
CP01CNSM-RID27-04-DOSTAD000,dosta_abcdjm_cspp_tc_oxygen,0,400,L1,umol L-1,CP01CNSM,RID27,DOSTAD000
CP01CNSM-RID27-04-DOSTAD000,estimated_oxygen_concentration,0,400,L1,umol L-1,CP01CNSM,RID27,DOSTAD000
CP01CNSM-RID27-04-DOSTAD000,estimated_oxygen_saturation,0,110,,percent,CP01CNSM,RID27,DOSTAD000
CP01CNSM-RID27-04-DOSTAD000,optode_temperature,-2,40,,ºC,CP01CNSM,RID27,DOSTAD000
CP01CNSM-SBD11-06-METBKA000,barometric_pressure,800,1100,L0,mbar,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,relative_humidity,0,100,L1,%,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,air_temperature,-50,50,L1,ºC,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,longwave_irradiance,200,500,L1,W m-2,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,precipitation,0,50,L1,mm,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,sea_surface_temperature,-2,40,L1,ºC,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,sea_surface_conductivity,0,6,L1,S m-1,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,shortwave_irradiance,0,1000,L1,W m-2,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,eastward_wind_velocity,-33,33,L0,m s-1,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,northward_wind_velocity,-33,33,L0,m s-1,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_barpres,87000,108330,L1,Pa,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_current_direction,0,360,,degrees,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_current_speed,-3,3,,m s-1,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_relwind_direction,0,360,,degrees,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_relwind_speed,-33,33,,m s-1,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_netsirr,0,500,L2,W m-2,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_rainrte,0,50,L2,mm hr-1,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_salsurf,0,42,L2,1,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_spechum,0,47,L2,g kg-1,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_buoyfls,,,L2,W m-2,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_buoyflx,,,L2,W m-2,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_frshflx,,,L2,mm hr-1,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_heatflx,,,L2,W m-2,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_latnflx,,,L2,W m-2,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_mommflx,,,L2,N m-2,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_netlirr,200,500,L2,W m-2,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_rainflx,,,L2,W m-2,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_sensflx,,,L2,W m-2,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_sphum2m,0,47,L2,g kg-1,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_stablty,,,L2,1,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_tempa2m,-50,50,L2,ºC,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_tempskn,-2,40,L2,ºC,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_wind10m,-33,33,L2,m s-1,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_netsirr_hourly,,,L2,W m-2,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_heatflx_minute,,,L2,W m-2,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_latnflx_minute,,,L2,W m-2,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_netlirr_minute,,,L2,W m-2,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD11-06-METBKA000,met_sensflx_minute,,,L2,W m-2,CP01CNSM,SBD11,METBKA000
CP01CNSM-SBD12-04-PCO2AA000,partial_pressure_co2_atm,180,500,L1,uatm,CP01CNSM,SBD12,PCO2AA000
CP01CNSM-SBD12-04-PCO2AA000,partial_pressure_co2_ssw,100,600,L1,uatm,CP01CNSM,SBD12,PCO2AA000
CP01CNSM-SBD12-04-PCO2AA000,pco2_co2flux,-1.00E-08,4.40E-07,L2,mol m-2 s-1,CP01CNSM,SBD12,PCO2AA000
CP01CNSM-SBD12-04-PCO2AA000,measured_air_co2,0,600,L0,ppm,CP01CNSM,SBD12,PCO2AA000
CP01CNSM-SBD12-04-PCO2AA000,measured_water_co2,0,600,L0,ppm,CP01CNSM,SBD12,PCO2AA000
CP01CNSM-SBD12-04-PCO2AA000,humidity,,,,mbar,CP01CNSM,SBD12,PCO2AA000
CP01CNSM-SBD12-05-WAVSSA000,average_wave_height,0,12,L0,m,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,max_wave_height,0,30,L0,m,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,significant_wave_height,0,18,L0,m,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,significant_period,3,20,L0,sec,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,wave_height_10,0,23,L0,m,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,wave_period_10,3,30,L0,sec,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,mean_wave_period,3,30,L0,sec,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,peak_wave_period,3,30,L0,sec,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,wave_period_tp5,3,30,L0,sec,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,wave_height_hmo,0,30,L0,m,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,mean_direction,0,360,L0,degrees,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,mean_direction_array,0,360,L0,degrees,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,heave_offset_array,0,3,L0,m,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,north_offset_array,0,50,L0,m,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,east_offset_array,0,50,L0,m,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,wavss_a_directional_frequency,,,L1,Hz,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,wavss_a_non_directional_frequency,,,L1,Hz,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,wavss_a_corrected_mean_wave_direction,0,360,L1,deg,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,wavss_a_corrected_directional_wave_direction,0,360,L1,deg,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,wavss_a_magcor_buoymotion_x,0,50,L1,m,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-05-WAVSSA000,wavss_a_magcor_buoymotion_y,0,50,L1,m,CP01CNSM,SBD12,WAVSSA000
CP01CNSM-SBD12-06-METBKA000,barometric_pressure,800,1100,L0,mbar,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,relative_humidity,0,100,L1,%,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,air_temperature,-50,50,L1,ºC,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,longwave_irradiance,200,500,L1,W m-2,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,precipitation,0,50,L1,mm,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,sea_surface_temperature,-2,40,L1,ºC,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,sea_surface_conductivity,0,6,L1,S m-1,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,shortwave_irradiance,0,1000,L1,W m-2,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,eastward_wind_velocity,-33,33,L0,m s-1,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,northward_wind_velocity,-33,33,L0,m s-1,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_barpres,87000,108330,L1,Pa,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_current_direction,0,360,,degrees,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_current_speed,-3,3,,m s-1,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_relwind_direction,0,360,,degrees,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_relwind_speed,-33,33,,m s-1,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_netsirr,0,500,L2,W m-2,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_rainrte,0,50,L2,mm hr-1,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_salsurf,0,42,L2,1,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_spechum,0,47,L2,g kg-1,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_buoyfls,,,L2,W m-2,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_buoyflx,,,L2,W m-2,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_frshflx,,,L2,mm hr-1,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_heatflx,,,L2,W m-2,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_latnflx,,,L2,W m-2,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_mommflx,,,L2,N m-2,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_netlirr,200,500,L2,W m-2,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_rainflx,,,L2,W m-2,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_sensflx,,,L2,W m-2,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_sphum2m,0,47,L2,g kg-1,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_stablty,,,L2,1,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_tempa2m,-50,50,L2,ºC,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_tempskn,-2,40,L2,ºC,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_wind10m,-33,33,L2,m s-1,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_netsirr_hourly,,,L2,W m-2,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_heatflx_minute,,,L2,W m-2,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_latnflx_minute,,,L2,W m-2,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_netlirr_minute,,,L2,W m-2,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-06-METBKA000,met_sensflx_minute,,,L2,W m-2,CP01CNSM,SBD12,METBKA000
CP01CNSM-SBD12-08-FDCHPA000,wind_u_avg,-33,33,,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,wind_v_avg,-33,33,,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,wind_w_avg,-33,33,,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,speed_of_sound_avg,1380,1580,,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,wind_u_max,-33,33,,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,wind_v_max,-33,33,,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,wind_w_max,-33,33,,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,speed_of_sound_max,1380,1580,,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,wind_u_min,-33,33,,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,wind_v_min,-33,33,,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,wind_w_min,-33,33,,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,speed_of_sound_min,1380,1580,,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,x_ang_rate_avg,,,,rad s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,y_ang_rate_avg,,,,rad s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,z_ang_rate_avg,,,,rad s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,x_ang_rate_max,,,,rad s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,y_ang_rate_max,,,,rad s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,z_ang_rate_max,,,,rad s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,x_ang_rate_min,,,,rad s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,y_ang_rate_min,,,,rad s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,z_ang_rate_min,,,,rad s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,u_corr,-33,33,L1,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,v_corr,-33,33,L1,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,w_corr,-33,33,L1,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,wind_speed,-33,33,,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,buoyance_flux,,,L2,m s-1 K,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,fdchp_wind_x,-3300,3300,L0,cm s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,fdchp_wind_y,-3300,3300,L0,cm s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,fdchp_wind_z,-1000,1000,L0,cm s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,fdchp_speed_of_sound_sonic,13800,15800,L0,cm s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,fdchp_a_tmpatur,-50,50,L1,ºC,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,fdchp_a_windtur_north,-33,33,L1,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,fdchp_a_windtur_up,-10,10,L1,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,fdchp_a_windtur_west,-33,33,L1,m s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,fdchp_a_fluxhot,,,L2,m s-1 * K,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,fdchp_x_ang_rate,,,,rad s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,fdchp_y_ang_rate,,,,rad s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSM-SBD12-08-FDCHPA000,fdchp_z_ang_rate,,,,rad s-1,CP01CNSM,SBD12,FDCHPA000
CP01CNSP-SP001-02-OPTAAJ000,beam_attenuation,0,100,L2,m-1,CP01CNSP,SP001,OPTAAJ000
CP01CNSP-SP001-02-OPTAAJ000,optical_absorption,0,100,L2,m-1,CP01CNSP,SP001,OPTAAJ000
CP01CNSP-SP001-02-OPTAAJ000,pressure_depth,0,6000,,dbar,CP01CNSP,SP001,OPTAAJ000
CP01CNSP-SP001-03-NUTNRJ000,salinity_corrected_nitrate,0,40,L2,µmol L-1,CP01CNSP,SP001,NUTNRJ000
CP01CNSP-SP001-03-NUTNRJ000,nutnr_nitrogen_in_nitrate,0,2.5,,mg/l,CP01CNSP,SP001,NUTNRJ000
CP01CNSP-SP001-03-NUTNRJ000,nutnr_absorbance_at_254_nm,,,,1,CP01CNSP,SP001,NUTNRJ000
CP01CNSP-SP001-03-NUTNRJ000,nutnr_absorbance_at_350_nm,,,,1,CP01CNSP,SP001,NUTNRJ000
CP01CNSP-SP001-03-NUTNRJ000,pressure_depth,0,6000,,dbar,CP01CNSP,SP001,NUTNRJ000
CP01CNSP-SP001-03-NUTNRJ000,ctd_psu,0,42,,1,CP01CNSP,SP001,NUTNRJ000
CP01CNSP-SP001-03-NUTNRJ000,ctd_temp,-2,40,,ºC,CP01CNSP,SP001,NUTNRJ000
CP01CNSP-SP001-03-NUTNRJ000,ctd_dbar,0,6000,,dbar,CP01CNSP,SP001,NUTNRJ000
CP01CNSP-SP001-03-NUTNRJ000,nitrate_concentration,0,40,L1,uMol L-1,CP01CNSP,SP001,NUTNRJ000
CP01CNSP-SP001-03-NUTNRJ000,humidity,,,,%,CP01CNSP,SP001,NUTNRJ000
CP01CNSP-SP001-05-VELPTJ000,pressure_depth,0,6000,,dbar,CP01CNSP,SP001,VELPTJ000
CP01CNSP-SP001-05-VELPTJ000,velpt_pressure,0,6000,,dbar,CP01CNSP,SP001,VELPTJ000
CP01CNSP-SP001-05-VELPTJ000,velocity_beam1_m_s,-3,3,,m s-1,CP01CNSP,SP001,VELPTJ000
CP01CNSP-SP001-05-VELPTJ000,velocity_beam2_m_s,-3,3,,m s-1,CP01CNSP,SP001,VELPTJ000
CP01CNSP-SP001-05-VELPTJ000,velocity_beam3_m_s,-1,1,,m s-1,CP01CNSP,SP001,VELPTJ000
CP01CNSP-SP001-05-VELPTJ000,velpt_j_eastward_velocity,-3,3,L1,m s-1,CP01CNSP,SP001,VELPTJ000
CP01CNSP-SP001-05-VELPTJ000,velpt_j_northward_velocity,-3,3,L1,m s-1,CP01CNSP,SP001,VELPTJ000
CP01CNSP-SP001-05-VELPTJ000,velpt_j_upward_velocity,-1,1,L1,m s-1,CP01CNSP,SP001,VELPTJ000
CP01CNSP-SP001-05-VELPTJ000,temperature,-2,40,,ºC,CP01CNSP,SP001,VELPTJ000
CP01CNSP-SP001-05-VELPTJ000,speed_of_sound,1380,1580,,m s-1,CP01CNSP,SP001,VELPTJ000
CP01CNSP-SP001-06-DOSTAJ000,dissolved_oxygen,0,400,L2,µmol kg-1,CP01CNSP,SP001,DOSTAJ000
CP01CNSP-SP001-06-DOSTAJ000,pressure_depth,0,6000,,dbar,CP01CNSP,SP001,DOSTAJ000
CP01CNSP-SP001-06-DOSTAJ000,dosta_abcdjm_cspp_tc_oxygen,0,400,L1,umol L-1,CP01CNSP,SP001,DOSTAJ000
CP01CNSP-SP001-06-DOSTAJ000,estimated_oxygen_concentration,0,400,L1,umol L-1,CP01CNSP,SP001,DOSTAJ000
CP01CNSP-SP001-06-DOSTAJ000,estimated_oxygen_saturation,0,110,,percent,CP01CNSP,SP001,DOSTAJ000
CP01CNSP-SP001-06-DOSTAJ000,optode_temperature,-2,40,,ºC,CP01CNSP,SP001,DOSTAJ000
CP01CNSP-SP001-07-SPKIRJ000,pressure_depth,0,6000,,dbar,CP01CNSP,SP001,SPKIRJ000
CP01CNSP-SP001-07-SPKIRJ000,spkir_abj_cspp_downwelling_vector,0,300,L1,uW cm-2 nm-1,CP01CNSP,SP001,SPKIRJ000
CP01CNSP-SP001-08-CTDPFJ000,conductivity,0,6,L1,S m-1,CP01CNSP,SP001,CTDPFJ000
CP01CNSP-SP001-08-CTDPFJ000,pressure,0,6000,L1,dbar,CP01CNSP,SP001,CTDPFJ000
CP01CNSP-SP001-08-CTDPFJ000,salinity,0,42,L2,1,CP01CNSP,SP001,CTDPFJ000
CP01CNSP-SP001-08-CTDPFJ000,temperature,-2,40,L1,ºC,CP01CNSP,SP001,CTDPFJ000
CP01CNSP-SP001-08-CTDPFJ000,density,1000,1100,L2,kg m-3,CP01CNSP,SP001,CTDPFJ000
CP01CNSP-SP001-09-FLORTJ000,seawater_scattering_coefficient,,,L2,m-1,CP01CNSP,SP001,FLORTJ000
CP01CNSP-SP001-09-FLORTJ000,fluorometric_chlorophyll_a,0,50,L1,µg L-1,CP01CNSP,SP001,FLORTJ000
CP01CNSP-SP001-09-FLORTJ000,fluorometric_cdom,0,375,L1,ppb,CP01CNSP,SP001,FLORTJ000
CP01CNSP-SP001-09-FLORTJ000,total_volume_scattering_coefficient,0,0.0079,L1,m-1 sr-1,CP01CNSP,SP001,FLORTJ000
